image_path,classes
data\dataset_2_split\train\images\13-360-ls-34-g01_22800_23940.jpg,
data\dataset_2_split\train\images\13-360-ls-34-g01_2280_3420.jpg,
data\dataset_2_split\train\images\13-360-ls-34-g01_23940_25080.jpg,
data\dataset_2_split\train\images\13-360-ls-34-g01_25080_26220.jpg,
data\dataset_2_split\train\images\13-360-ls-34-g01_27360_28500.jpg,7
data\dataset_2_split\train\images\13-360-ls-34-g01_3420_4560.jpg,7
data\dataset_2_split\train\images\13-360-ls-34-g01_4560_5700.jpg,
data\dataset_2_split\train\images\13-360-ls-34-g01_5700_6840.jpg,
data\dataset_2_split\train\images\13-360-ls-34-g01_6840_7980.jpg,
data\dataset_2_split\train\images\13-370-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\13-370-ls-34-g01_10260_11400.jpg,7
data\dataset_2_split\train\images\13-370-ls-34-g01_12540_13680.jpg,
data\dataset_2_split\train\images\13-370-ls-34-g01_13680_14820.jpg,1
data\dataset_2_split\train\images\13-370-ls-34-g01_14820_15960.jpg,
data\dataset_2_split\train\images\13-370-ls-34-g01_19380_20520.jpg,7
data\dataset_2_split\train\images\13-370-ls-34-g01_21660_22800.jpg,
data\dataset_2_split\train\images\13-370-ls-34-g01_22800_23940.jpg,
data\dataset_2_split\train\images\13-370-ls-34-g01_2280_3420.jpg,
data\dataset_2_split\train\images\13-370-ls-34-g01_23940_25080.jpg,
data\dataset_2_split\train\images\13-370-ls-34-g01_26220_27360.jpg,6
data\dataset_2_split\train\images\13-370-ls-34-g01_27360_28500.jpg,7
data\dataset_2_split\train\images\13-370-ls-34-g01_28500_29640.jpg,1
data\dataset_2_split\train\images\13-370-ls-34-g01_3420_4560.jpg,7
data\dataset_2_split\train\images\13-370-ls-34-g01_4560_5700.jpg,
data\dataset_2_split\train\images\13-370-ls-34-g01_7980_9120.jpg,
data\dataset_2_split\train\images\13-370-ls-34-g01_9120_10260.jpg,6
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_11400_12540.jpg,0
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_1140_2280.jpg,
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_13680_14820.jpg,
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_15960_17100.jpg,
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_18240_19380.jpg,
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_20520_21660.jpg,
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_21660_22800.jpg,
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_22800_23940.jpg,
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_27360_28500.jpg,7
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_28500_29640.jpg,
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_3420_4560.jpg,
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_5700_6840.jpg,
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_6840_7980.jpg,
data\dataset_2_split\train\images\13-370-ls-r1-1-34-g01_7980_9120.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_11400_12540.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_12540_13680.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_13680_14820.jpg,0
data\dataset_2_split\train\images\13-380-ls-34-g01_14820_15960.jpg,0
data\dataset_2_split\train\images\13-380-ls-34-g01_15960_17100.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_17100_18240.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_19380_20520.jpg,7
data\dataset_2_split\train\images\13-380-ls-34-g01_20520_21660.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_21660_22800.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_22800_23940.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_25080_26220.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_26220_27360.jpg,6
data\dataset_2_split\train\images\13-380-ls-34-g01_27360_28500.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_28500_29640.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_30780_31920.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_4560_5700.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_5700_6840.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_6840_7980.jpg,
data\dataset_2_split\train\images\13-380-ls-34-g01_7980_9120.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_10260_11400.jpg,6
data\dataset_2_split\train\images\13-390-ls-34-g01_11400_12540.jpg,7
data\dataset_2_split\train\images\13-390-ls-34-g01_1140_2280.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_13680_14820.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_14820_15960.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_15960_17100.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_17100_18240.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_18240_19380.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_19380_20520.jpg,6
data\dataset_2_split\train\images\13-390-ls-34-g01_2280_3420.jpg,6
data\dataset_2_split\train\images\13-390-ls-34-g01_23940_25080.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_26220_27360.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_27360_28500.jpg,6
data\dataset_2_split\train\images\13-390-ls-34-g01_28500_29640.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_3420_4560.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_4560_5700.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_6840_7980.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_7980_9120.jpg,
data\dataset_2_split\train\images\13-390-ls-34-g01_9120_10260.jpg,
data\dataset_2_split\train\images\13-400-ls-34-g01_1140_2280.jpg,6
data\dataset_2_split\train\images\13-400-ls-34-g01_12540_13680.jpg,
data\dataset_2_split\train\images\13-400-ls-34-g01_18240_19380.jpg,6
data\dataset_2_split\train\images\13-400-ls-34-g01_19380_20520.jpg,7
data\dataset_2_split\train\images\13-400-ls-34-g01_22800_23940.jpg,
data\dataset_2_split\train\images\13-400-ls-34-g01_23940_25080.jpg,
data\dataset_2_split\train\images\13-400-ls-34-g01_25080_26220.jpg,
data\dataset_2_split\train\images\13-400-ls-34-g01_26220_27360.jpg,0
data\dataset_2_split\train\images\13-400-ls-34-g01_28500_29640.jpg,
data\dataset_2_split\train\images\13-400-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\13-400-ls-34-g01_30780_31920.jpg,
data\dataset_2_split\train\images\13-400-ls-34-g01_3420_4560.jpg,7
data\dataset_2_split\train\images\13-400-ls-34-g01_7980_9120.jpg,
data\dataset_2_split\train\images\13-410-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\13-410-ls-34-g01_12540_13680.jpg,
data\dataset_2_split\train\images\13-410-ls-34-g01_13680_14820.jpg,
data\dataset_2_split\train\images\13-410-ls-34-g01_14820_15960.jpg,
data\dataset_2_split\train\images\13-410-ls-34-g01_25080_26220.jpg,
data\dataset_2_split\train\images\13-410-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\13-410-ls-34-g01_30780_31920.jpg,
data\dataset_2_split\train\images\13-410-ls-34-g01_3420_4560.jpg,7
data\dataset_2_split\train\images\13-410-ls-34-g01_4560_5700.jpg,
data\dataset_2_split\train\images\13-410-ls-34-g01_5700_6840.jpg,
data\dataset_2_split\train\images\130-b1-14-h01_0_1140.jpg,
data\dataset_2_split\train\images\130-b1-14-h01_12540_13680.jpg,
data\dataset_2_split\train\images\130-b1-14-h01_13680_14820.jpg,
data\dataset_2_split\train\images\130-b1-14-h01_18240_19380.jpg,6
data\dataset_2_split\train\images\130-b1-14-h01_19380_20520.jpg,7
data\dataset_2_split\train\images\130-b1-14-h01_2280_3420.jpg,
data\dataset_2_split\train\images\130-b1-14-h01_23940_25080.jpg,
data\dataset_2_split\train\images\130-b1-14-h01_30780_31920.jpg,
data\dataset_2_split\train\images\130-b1-14-h01_4560_5700.jpg,
data\dataset_2_split\train\images\1300-b1-14-h01_10260_11400.jpg,6
data\dataset_2_split\train\images\1300-b1-14-h01_1140_2280.jpg,
data\dataset_2_split\train\images\1300-b1-14-h01_2280_3420.jpg,6
data\dataset_2_split\train\images\1300-b1-14-h01_26220_27360.jpg,0
data\dataset_2_split\train\images\1300-b1-14-h01_28500_29640.jpg,0
data\dataset_2_split\train\images\1300-b1-14-h01_29640_30780.jpg,
data\dataset_2_split\train\images\1300-b1-14-h01_30780_31920.jpg,
data\dataset_2_split\train\images\1310-b1-14-d01_10260_11400.jpg,6
data\dataset_2_split\train\images\1310-b1-14-d01_14820_15960.jpg,0
data\dataset_2_split\train\images\1310-b1-14-d01_15960_17100.jpg,
data\dataset_2_split\train\images\1310-b1-14-d01_19380_20520.jpg,7
data\dataset_2_split\train\images\1310-b1-14-d01_2280_3420.jpg,6
data\dataset_2_split\train\images\1310-b1-14-d01_27360_28500.jpg,1
data\dataset_2_split\train\images\1310-b1-14-d01_28500_29640.jpg,
data\dataset_2_split\train\images\1310-b1-14-d01_30780_31920.jpg,
data\dataset_2_split\train\images\1310-b1-14-d01_7980_9120.jpg,1
data\dataset_2_split\train\images\1320-b1-14-d01_0_1140.jpg,
data\dataset_2_split\train\images\1320-b1-14-d01_10260_11400.jpg,7
data\dataset_2_split\train\images\1320-b1-14-d01_11400_12540.jpg,
data\dataset_2_split\train\images\1320-b1-14-d01_18240_19380.jpg,6
data\dataset_2_split\train\images\1320-b1-14-d01_21660_22800.jpg,0
data\dataset_2_split\train\images\1320-b1-14-d01_2280_3420.jpg,6
data\dataset_2_split\train\images\1320-b1-14-d01_27360_28500.jpg,7
data\dataset_2_split\train\images\1320-b1-14-d01_28500_29640.jpg,
data\dataset_2_split\train\images\1320-b1-14-d01_3420_4560.jpg,
data\dataset_2_split\train\images\1330-b1-14-d01_11400_12540.jpg,
data\dataset_2_split\train\images\1330-b1-14-d01_1140_2280.jpg,
data\dataset_2_split\train\images\1330-b1-14-d01_13680_14820.jpg,
data\dataset_2_split\train\images\1330-b1-14-d01_14820_15960.jpg,
data\dataset_2_split\train\images\1330-b1-14-d01_19380_20520.jpg,"1,7"
data\dataset_2_split\train\images\1330-b1-14-d01_21660_22800.jpg,
data\dataset_2_split\train\images\1330-b1-14-d01_26220_27360.jpg,6
data\dataset_2_split\train\images\1330-b1-14-d01_28500_29640.jpg,
data\dataset_2_split\train\images\1330-b1-14-d01_29640_30780.jpg,
data\dataset_2_split\train\images\1330-b1-14-d01_30780_31920.jpg,
data\dataset_2_split\train\images\1330-b1-14-d01_3420_4560.jpg,7
data\dataset_2_split\train\images\1340-b1-14-d01_1140_2280.jpg,6
data\dataset_2_split\train\images\1340-b1-14-d01_18240_19380.jpg,7
data\dataset_2_split\train\images\1340-b1-14-d01_19380_20520.jpg,0
data\dataset_2_split\train\images\1340-b1-14-d01_20520_21660.jpg,0
data\dataset_2_split\train\images\1340-b1-14-d01_26220_27360.jpg,6
data\dataset_2_split\train\images\1340-b1-14-d01_27360_28500.jpg,0
data\dataset_2_split\train\images\1340-b1-14-d01_28500_29640.jpg,
data\dataset_2_split\train\images\1340-b1-14-d01_29640_30780.jpg,0
data\dataset_2_split\train\images\1340-b1-14-d01_3420_4560.jpg,"0,1"
data\dataset_2_split\train\images\1340-b1-14-d01_6840_7980.jpg,
data\dataset_2_split\train\images\1350-b1-14-d01_0_1140.jpg,
data\dataset_2_split\train\images\1350-b1-14-d01_2280_3420.jpg,
data\dataset_2_split\train\images\1350-b1-14-d01_25080_26220.jpg,
data\dataset_2_split\train\images\1350-b1-14-d01_29640_30780.jpg,
data\dataset_2_split\train\images\1350-b1-14-d01_30780_31920.jpg,
data\dataset_2_split\train\images\1350-b1-14-d01_3420_4560.jpg,7
data\dataset_2_split\train\images\1350-b1-14-d01_4560_5700.jpg,
data\dataset_2_split\train\images\1350-b1-14-d01_6840_7980.jpg,
data\dataset_2_split\train\images\1350-b1-14-d01_7980_9120.jpg,
data\dataset_2_split\train\images\1350-b1-14-d01_9120_10260.jpg,6
data\dataset_2_split\train\images\1360-b1-14-d01_10260_11400.jpg,0
data\dataset_2_split\train\images\1360-b1-14-d01_1140_2280.jpg,6
data\dataset_2_split\train\images\1360-b1-14-d01_23940_25080.jpg,
data\dataset_2_split\train\images\1360-b1-14-d01_26220_27360.jpg,6
data\dataset_2_split\train\images\1360-b1-14-d01_27360_28500.jpg,
data\dataset_2_split\train\images\1360-b1-14-d01_4560_5700.jpg,0
data\dataset_2_split\train\images\1360-b1-14-d01_6840_7980.jpg,
data\dataset_2_split\train\images\1360-b1-14-d01_9120_10260.jpg,0
data\dataset_2_split\train\images\1370-b1-14-h01_0_1140.jpg,
data\dataset_2_split\train\images\1370-b1-14-h01_10260_11400.jpg,7
data\dataset_2_split\train\images\1370-b1-14-h01_11400_12540.jpg,
data\dataset_2_split\train\images\1370-b1-14-h01_1140_2280.jpg,6
data\dataset_2_split\train\images\1370-b1-14-h01_13680_14820.jpg,0
data\dataset_2_split\train\images\1370-b1-14-h01_18240_19380.jpg,0
data\dataset_2_split\train\images\1370-b1-14-h01_19380_20520.jpg,0
data\dataset_2_split\train\images\1370-b1-14-h01_20520_21660.jpg,
data\dataset_2_split\train\images\1370-b1-14-h01_26220_27360.jpg,0
data\dataset_2_split\train\images\1370-b1-14-h01_3420_4560.jpg,7
data\dataset_2_split\train\images\1370-b1-14-h01_4560_5700.jpg,
data\dataset_2_split\train\images\1370-b1-14-h01_5700_6840.jpg,
data\dataset_2_split\train\images\1370-b1-14-h01_6840_7980.jpg,
data\dataset_2_split\train\images\1380-b1-14-h01_0_1140.jpg,
data\dataset_2_split\train\images\1380-b1-14-h01_1140_2280.jpg,
data\dataset_2_split\train\images\1380-b1-14-h01_14820_15960.jpg,
data\dataset_2_split\train\images\1380-b1-14-h01_2280_3420.jpg,0
data\dataset_2_split\train\images\1380-b1-14-h01_27360_28500.jpg,6
data\dataset_2_split\train\images\1380-b1-14-h01_29640_30780.jpg,
data\dataset_2_split\train\images\1380-b1-14-h01_5700_6840.jpg,
data\dataset_2_split\train\images\1380-r1b1-1-14fn_0_1140.jpg,
data\dataset_2_split\train\images\1380-r1b1-1-14fn_13680_14820.jpg,
data\dataset_2_split\train\images\1380-r1b1-1-14fn_19380_20520.jpg,7
data\dataset_2_split\train\images\1380-r1b1-1-14fn_2280_3420.jpg,
data\dataset_2_split\train\images\1380-r1b1-1-14fn_26220_27360.jpg,6
data\dataset_2_split\train\images\1380-r1b1-1-14fn_27360_28500.jpg,7
data\dataset_2_split\train\images\1380-r1b1-1-14fn_28500_29640.jpg,
data\dataset_2_split\train\images\1380-r1b1-1-14fn_30780_31920.jpg,
data\dataset_2_split\train\images\1380-r1b1-1-14fn_4560_5700.jpg,
data\dataset_2_split\train\images\1380-r1b1-1-14fn_6840_7980.jpg,0
data\dataset_2_split\train\images\1380-r1b1-1-14fn_7980_9120.jpg,
data\dataset_2_split\train\images\1390-b1-14-h01_0_1140.jpg,
data\dataset_2_split\train\images\1390-b1-14-h01_1140_2280.jpg,6
data\dataset_2_split\train\images\1390-b1-14-h01_13680_14820.jpg,2
data\dataset_2_split\train\images\1390-b1-14-h01_15960_17100.jpg,0
data\dataset_2_split\train\images\1390-b1-14-h01_2280_3420.jpg,
data\dataset_2_split\train\images\1390-b1-14-h01_27360_28500.jpg,7
data\dataset_2_split\train\images\1390-b1-14-h01_28500_29640.jpg,
data\dataset_2_split\train\images\1390-b1-14-h01_29640_30780.jpg,
data\dataset_2_split\train\images\1390-b1-14-h01_30780_31920.jpg,
data\dataset_2_split\train\images\1390-b1-14-h01_9120_10260.jpg,6
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_0_1140.jpg,
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_10260_11400.jpg,6
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_12540_13680.jpg,
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_17100_18240.jpg,
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_18240_19380.jpg,
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_22800_23940.jpg,
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_2280_3420.jpg,
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_23940_25080.jpg,
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_25080_26220.jpg,
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_27360_28500.jpg,
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_28500_29640.jpg,7
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_29640_30780.jpg,
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_30780_31920.jpg,
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_3420_4560.jpg,7
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_5700_6840.jpg,
data\dataset_2_split\train\images\14-220-ls-1-11ra-0xkh_6840_7980.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_0_1140.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_10260_11400.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_1140_2280.jpg,6
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_12540_13680.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_13680_14820.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_17100_18240.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_20520_21660.jpg,0
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_21660_22800.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_22800_23940.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_2280_3420.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_27360_28500.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_29640_30780.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_30780_31920.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_3420_4560.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_4560_5700.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_6840_7980.jpg,
data\dataset_2_split\train\images\14-229-zh-1-11ra-0xkh_7980_9120.jpg,
data\dataset_2_split\train\images\14-230-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\14-230-ls-34-g01_10260_11400.jpg,
data\dataset_2_split\train\images\14-230-ls-34-g01_19380_20520.jpg,7
data\dataset_2_split\train\images\14-230-ls-34-g01_21660_22800.jpg,
data\dataset_2_split\train\images\14-230-ls-34-g01_23940_25080.jpg,
data\dataset_2_split\train\images\14-230-ls-34-g01_25080_26220.jpg,
data\dataset_2_split\train\images\14-230-ls-34-g01_26220_27360.jpg,
data\dataset_2_split\train\images\14-230-ls-34-g01_27360_28500.jpg,6
data\dataset_2_split\train\images\14-230-ls-34-g01_28500_29640.jpg,
data\dataset_2_split\train\images\14-230-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\14-230-ls-34-g01_4560_5700.jpg,
data\dataset_2_split\train\images\14-230-ls-34-g01_7980_9120.jpg,
data\dataset_2_split\train\images\14-230-ls-34-g01_9120_10260.jpg,
data\dataset_2_split\train\images\14-240-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\14-240-ls-34-g01_11400_12540.jpg,
data\dataset_2_split\train\images\14-240-ls-34-g01_12540_13680.jpg,
data\dataset_2_split\train\images\14-240-ls-34-g01_14820_15960.jpg,
data\dataset_2_split\train\images\14-240-ls-34-g01_17100_18240.jpg,
data\dataset_2_split\train\images\14-240-ls-34-g01_2280_3420.jpg,6
data\dataset_2_split\train\images\14-240-ls-34-g01_27360_28500.jpg,7
data\dataset_2_split\train\images\14-242-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\14-242-ls-34-g01_11400_12540.jpg,
data\dataset_2_split\train\images\14-242-ls-34-g01_1140_2280.jpg,6
data\dataset_2_split\train\images\14-242-ls-34-g01_12540_13680.jpg,
data\dataset_2_split\train\images\14-242-ls-34-g01_14820_15960.jpg,
data\dataset_2_split\train\images\14-242-ls-34-g01_17100_18240.jpg,
data\dataset_2_split\train\images\14-242-ls-34-g01_18240_19380.jpg,6
data\dataset_2_split\train\images\14-242-ls-34-g01_20520_21660.jpg,
data\dataset_2_split\train\images\14-242-ls-34-g01_22800_23940.jpg,
data\dataset_2_split\train\images\14-242-ls-34-g01_26220_27360.jpg,0
data\dataset_2_split\train\images\14-242-ls-34-g01_27360_28500.jpg,7
data\dataset_2_split\train\images\14-242-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\14-242-ls-34-g01_4560_5700.jpg,
data\dataset_2_split\train\images\14-242-ls-34-g01_5700_6840.jpg,
data\dataset_2_split\train\images\14-243-ls-34-g01_11400_12540.jpg,
data\dataset_2_split\train\images\14-243-ls-34-g01_12540_13680.jpg,
data\dataset_2_split\train\images\14-243-ls-34-g01_13680_14820.jpg,
data\dataset_2_split\train\images\14-243-ls-34-g01_14820_15960.jpg,
data\dataset_2_split\train\images\14-243-ls-34-g01_15960_17100.jpg,
